material,Z_material,A_material,Z,A,parameter_1,parameter_2,parameter_3,parameter_4,parameter_5,parameter_6,parameter_7,parameter_8,parameter_9,parameter_10,parameter_11,parameter_12
CsI,54.0,129.0972,69.,169.,2.24,0.567,0.009048,0.01476,0.001694,-0.0003528,-2.973,-0.03843,1.212,-0.3509,0.0411,-0.001758
CsI,54.0,129.0972,70.,174.,2.257,0.5671,0.008663,0.01478,0.001652,-0.0003461,-2.951,-0.1057,1.241,-0.356,0.04147,-0.001766
CsI,54.0,129.0972,71.,175.,2.252,0.5668,0.008419,0.01478,0.001612,-0.0003394,-2.936,-0.1145,1.247,-0.3576,0.0417,-0.001779
CsI,54.0,129.0972,72.,180.,2.269,0.5669,0.008075,0.0148,0.001568,-0.0003324,-2.915,-0.1787,1.274,-0.3622,0.04202,-0.001785
CsI,54.0,129.0972,73.,181.,2.264,0.5666,0.007869,0.01479,0.001525,-0.0003254,-2.902,-0.185,1.278,-0.3634,0.0422,-0.001795
CsI,54.0,129.0972,74.,184.,2.269,0.5666,0.007626,0.01479,0.001481,-0.0003183,-2.886,-0.2171,1.292,-0.3658,0.0424,-0.001801
CsI,54.0,129.0972,75.,187.,2.274,0.5666,0.00739,0.01479,0.001436,-0.000311,-2.87,-0.2486,1.305,-0.3681,0.04258,-0.001807
CsI,54.0,129.0972,76.,192.,2.29,0.5669,0.00713,0.01479,0.001388,-0.0003035,-2.851,-0.3048,1.328,-0.3715,0.04277,-0.001808
CsI,54.0,129.0972,77.,193.,2.286,0.5664,0.006962,0.01482,0.001334,-0.0002956,-2.835,-0.3194,1.337,-0.374,0.0431,-0.001824
CsI,54.0,129.0972,78.,195.,2.286,0.5665,0.006815,0.0148,0.001289,-0.0002882,-2.825,-0.3299,1.341,-0.3745,0.04313,-0.001825
CsI,54.0,129.0972,79.,197.,2.286,0.5666,0.006669,0.01478,0.001245,-0.0002808,-2.816,-0.3398,1.344,-0.3748,0.04314,-0.001825
CsI,54.0,129.0972,80.,202.,2.3,0.567,0.006476,0.01477,0.001196,-0.000273,-2.799,-0.3875,1.361,-0.3769,0.04319,-0.001821
CsI,54.0,129.0972,81.,205.,2.305,0.5673,0.006344,0.01475,0.001149,-0.0002653,-2.788,-0.4076,1.368,-0.3775,0.04317,-0.001818
CsI,54.0,129.0972,82.,208.,2.31,0.5675,0.006216,0.01473,0.001102,-0.0002576,-2.777,-0.427,1.374,-0.378,0.04314,-0.001814
CsI,54.0,129.0972,83.,209.,2.305,0.5676,0.006156,0.0147,0.001055,-0.0002498,-2.773,-0.4198,1.369,-0.3771,0.04306,-0.001812
CsI,54.0,129.0972,84.,210.,2.301,0.5678,0.006105,0.01466,0.001008,-0.000242,-2.769,-0.4117,1.365,-0.3759,0.04296,-0.001809
CsI,54.0,129.0972,85.,211.,2.296,0.568,0.006057,0.01463,0.0009613,-0.0002342,-2.765,-0.4034,1.359,-0.3747,0.04284,-0.001806
CsI,54.0,129.0972,86.,211.,2.287,0.5681,0.006051,0.01459,0.0009141,-0.0002263,-2.764,-0.3821,1.349,-0.3728,0.0427,-0.001803
CsI,54.0,129.0972,87.,221.,2.323,0.5691,0.005826,0.01459,0.0008601,-0.0002178,-2.739,-0.4805,1.384,-0.3765,0.04267,-0.001785
CsI,54.0,129.0972,88.,226.,2.336,0.5697,0.005719,0.01456,0.0008104,-0.0002097,-2.726,-0.5165,1.395,-0.3771,0.04255,-0.001774
CsI,54.0,129.0972,89.,225.,2.323,0.5698,0.005767,0.01451,0.0007624,-0.0002017,-2.73,-0.4809,1.378,-0.3742,0.04234,-0.00177
CsI,54.0,129.0972,90.,232.,2.345,0.5706,0.005642,0.01449,0.00071,-0.0001932,-2.713,-0.5374,1.396,-0.3755,0.04222,-0.001755
CsI,54.0,129.0972,91.,231.,2.332,0.5707,0.005703,0.01444,0.0006624,-0.0001852,-2.718,-0.5009,1.379,-0.3724,0.04198,-0.00175
CsI,54.0,129.0972,92.,238.,2.353,0.5716,0.005607,0.01442,0.0006092,-0.0001766,-2.702,-0.5536,1.395,-0.3733,0.04181,-0.001734
CsI,54.0,129.0972,93.,239.,2.349,0.5719,0.005641,0.01437,0.0005594,-0.0001683,-2.703,-0.5387,1.386,-0.371,0.04157,-0.001724
CsI,54.0,129.0972,94.,239.,2.341,0.5722,0.005704,0.01432,0.0005103,-0.00016,-2.706,-0.5126,1.373,-0.3682,0.04131,-0.001716
CsI,54.0,129.0972,95.,243.,2.349,0.5728,0.005693,0.01428,0.0004585,-0.0001514,-2.7,-0.5291,1.375,-0.3672,0.04108,-0.001702
CsI,54.0,129.0972,96.,245.,2.349,0.5733,0.005728,0.01423,0.0004078,-0.000143,-2.699,-0.5237,1.369,-0.3652,0.04082,-0.00169
CsI,54.0,129.0972,97.,248.,2.353,0.5739,0.005759,0.01418,0.0003566,-0.0001344,-2.696,-0.5268,1.366,-0.3634,0.04054,-0.001676
CsI,54.0,129.0972,98.,249.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CsI,54.0,129.0972,99.,254.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
CsI,54.0,129.0972,100.,252.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Or,79.0,196.96655,1.,1.,2.536,1.3,0.06188,0.0003559,8.626e-05,-9.808e-05,-2.178,0.9665,-0.05087,0.003869,-0.0002256,7.655e-06
Or,79.0,196.96655,2.,4.,2.601,1.208,0.1075,-0.008978,0.000601,-7.457e-05,-3.08,1.709,-0.2808,0.03736,-0.002532,6.815e-05
Or,79.0,196.96655,3.,7.,2.598,1.002,0.1509,0.0005652,-0.003889,0.0003483,-4.551,2.893,-0.6332,0.09054,-0.006563,0.0001898
Or,79.0,196.96655,4.,9.,2.461,0.9122,0.1437,0.007999,-0.004332,0.0002789,-4.343,2.689,-0.5137,0.06487,-0.004187,0.0001095
Or,79.0,196.96655,5.,11.,2.375,0.8457,0.1365,0.01288,-0.00439,0.0002066,-4.272,2.596,-0.4368,0.046,-0.002268,3.934e-05
Or,79.0,196.96655,6.,12.,2.223,0.8019,0.1319,0.01438,-0.003953,0.0001256,-4.183,2.699,-0.4762,0.05243,-0.002741,5.203e-05
Or,79.0,196.96655,7.,14.,2.172,0.7676,0.1287,0.01606,-0.003974,0.00011,-4.211,2.748,-0.4755,0.0495,-0.002278,3.033e-05
Or,79.0,196.96655,8.,16.,2.151,0.734,0.1246,0.01732,-0.003794,7.51e-05,-4.356,2.871,-0.4987,0.05061,-0.002157,1.994e-05
Or,79.0,196.96655,9.,19.,2.203,0.7056,0.118,0.01834,-0.003394,1.567e-05,-4.637,2.984,-0.4991,0.04588,-0.001455,-1.107e-05
Or,79.0,196.96655,10.,20.,2.159,0.6783,0.1117,0.01912,-0.002974,-4.176e-05,-4.657,3.023,-0.4932,0.04163,-0.0008279,-4.066e-05
Or,79.0,196.96655,11.,23.,2.213,0.6626,0.1019,0.01994,-0.002407,-0.0001174,-4.684,2.847,-0.3743,0.01364,0.002041,-0.0001494
Or,79.0,196.96655,12.,24.,2.178,0.646,0.09471,0.02056,-0.002007,-0.0001693,-4.545,2.697,-0.2888,-0.006838,0.004267,-0.0002398
Or,79.0,196.96655,13.,27.,2.223,0.6342,0.08794,0.021,-0.001661,-0.00021,-4.561,2.538,-0.183,-0.03195,0.006882,-0.0003409
Or,79.0,196.96655,14.,28.,2.194,0.6227,0.08223,0.02124,-0.001352,-0.0002435,-4.433,2.4,-0.1046,-0.05104,0.009006,-0.0004294
Or,79.0,196.96655,15.,31.,2.233,0.6146,0.0767,0.02143,-0.001091,-0.0002693,-4.416,2.225,0.002324,-0.07582,0.01157,-0.0005288
Or,79.0,196.96655,16.,32.,2.209,0.606,0.07201,0.02149,-0.0008516,-0.000291,-4.301,2.096,0.07597,-0.09405,0.01364,-0.0006169
Or,79.0,196.96655,17.,35.,2.244,0.6,0.06739,0.02156,-0.0006547,-0.0003072,-4.263,1.914,0.1825,-0.1184,0.01615,-0.0007144
Or,79.0,196.96655,18.,40.,2.325,0.5958,0.06295,0.02163,-0.0004918,-0.0003189,-4.267,1.668,0.3202,-0.1479,0.01897,-0.0008153
Or,79.0,196.96655,19.,39.,2.256,0.5883,0.0596,0.02154,-0.0003189,-0.0003313,-4.114,1.611,0.3561,-0.1595,0.02061,-0.000897
Or,79.0,196.96655,20.,40.,2.24,0.5825,0.05633,0.02147,-0.0001728,-0.0003406,-4.026,1.503,0.421,-0.1762,0.02258,-0.0009837
Or,79.0,196.96655,21.,45.,2.314,0.5793,0.05282,0.02149,-6.609e-05,-0.0003457,-4.006,1.25,0.558,-0.2051,0.02531,-0.001081
Or,79.0,196.96655,22.,48.,2.339,0.5753,0.04976,0.02146,3.464e-05,-0.0003501,-3.935,1.062,0.6597,-0.2279,0.02765,-0.001172
Or,79.0,196.96655,23.,51.,2.362,0.5715,0.04691,0.02143,0.0001263,-0.0003537,-3.859,0.8738,0.7606,-0.2504,0.02995,-0.001262
Or,79.0,196.96655,24.,52.,2.348,0.567,0.04445,0.02136,0.0002151,-0.0003572,-3.774,0.7659,0.8251,-0.267,0.03193,-0.00135
Or,79.0,196.96655,25.,55.,2.37,0.5637,0.04192,0.02134,0.000285,-0.0003589,-3.693,0.5753,0.9259,-0.2894,0.03423,-0.00144
Or,79.0,196.96655,26.,56.,2.358,0.5597,0.03973,0.02128,0.0003558,-0.0003609,-3.612,0.4693,0.9896,-0.306,0.03621,-0.001528
Or,79.0,196.96655,27.,59.,2.379,0.5567,0.03746,0.02127,0.0004091,-0.0003614,-3.525,0.2769,1.09,-0.3283,0.0385,-0.001618
Or,79.0,196.96655,28.,58.,2.335,0.5522,0.03568,0.02118,0.0004744,-0.0003632,-3.46,0.2618,1.116,-0.3391,0.04019,-0.001708
Or,79.0,196.96655,29.,63.,2.389,0.5495,0.03364,0.02124,0.0004886,-0.00036,-3.364,-0.02251,1.257,-0.3681,0.0429,-0.001804
Or,79.0,196.96655,30.,64.,2.379,0.5463,0.03184,0.02121,0.0005327,-0.0003602,-3.288,-0.1258,1.32,-0.3845,0.04488,-0.001893
Or,79.0,196.96655,31.,69.,2.426,0.5447,0.0298,0.02126,0.0005525,-0.0003581,-3.166,-0.4114,1.455,-0.4117,0.04736,-0.001979
Or,79.0,196.96655,32.,74.,2.469,0.5432,0.02787,0.02132,0.0005668,-0.0003558,-3.032,-0.6967,1.589,-0.4382,0.04978,-0.002062
Or,79.0,196.96655,33.,75.,2.459,0.5403,0.02632,0.0213,0.000595,-0.0003549,-2.958,-0.798,1.65,-0.4542,0.05171,-0.00215
Or,79.0,196.96655,34.,80.,2.498,0.5388,0.02456,0.02137,0.0006006,-0.000352,-2.815,-1.081,1.78,-0.4799,0.05404,-0.00223
Or,79.0,196.96655,35.,79.,2.466,0.5343,0.02352,0.02139,0.0005972,-0.000348,-2.776,-1.109,1.819,-0.4943,0.05616,-0.002338
Or,79.0,196.96655,36.,84.,2.504,0.5332,0.02187,0.02146,0.0005997,-0.0003452,-2.628,-1.388,1.945,-0.5189,0.05836,-0.002412
Or,79.0,196.96655,37.,85.,2.494,0.531,0.02055,0.02146,0.0006149,-0.0003436,-2.561,-1.478,2.0,-0.5334,0.06013,-0.002494
Or,79.0,196.96655,38.,88.,2.507,0.5294,0.01916,0.0215,0.0006174,-0.0003409,-2.454,-1.658,2.087,-0.5522,0.06205,-0.002569
Or,79.0,196.96655,39.,89.,2.498,0.5273,0.01795,0.02151,0.0006256,-0.0003388,-2.392,-1.742,2.139,-0.5661,0.06376,-0.002648
Or,79.0,196.96655,40.,90.,2.49,0.5253,0.0168,0.02152,0.0006299,-0.0003365,-2.332,-1.824,2.19,-0.5797,0.06544,-0.002726
Or,79.0,196.96655,41.,93.,2.503,0.5239,0.01557,0.02157,0.0006225,-0.0003331,-2.229,-1.996,2.273,-0.5975,0.06724,-0.002796
Or,79.0,196.96655,42.,98.,2.536,0.5224,0.01439,0.0217,0.0005833,-0.0003266,-2.067,-2.283,2.402,-0.6227,0.06952,-0.002874
Or,79.0,196.96655,43.,98.,2.518,0.5205,0.01341,0.02169,0.0005888,-0.0003246,-2.042,-2.302,2.427,-0.632,0.07089,-0.002946
Or,79.0,196.96655,44.,102.,2.538,0.5198,0.01226,0.02175,0.0005757,-0.0003208,-1.921,-2.502,2.516,-0.6493,0.07246,-0.003
Or,79.0,196.96655,45.,103.,2.53,0.5183,0.0113,0.02176,0.0005722,-0.000318,-1.875,-2.562,2.554,-0.66,0.07382,-0.003065
Or,79.0,196.96655,46.,106.,2.541,0.5175,0.0103,0.0218,0.0005564,-0.000314,-1.784,-2.707,2.622,-0.6741,0.07521,-0.003118
Or,79.0,196.96655,47.,107.,2.533,0.5161,0.009422,0.02182,0.0005475,-0.0003108,-1.744,-2.76,2.657,-0.6838,0.07646,-0.003178
Or,79.0,196.96655,48.,114.,2.577,0.5163,0.008294,0.02192,0.0005147,-0.0003053,-1.553,-3.074,2.782,-0.7045,0.07791,-0.003209
Or,79.0,196.96655,49.,115.,2.57,0.5151,0.00751,0.02193,0.0004998,-0.0003014,-1.518,-3.119,2.812,-0.7132,0.07904,-0.003264
Or,79.0,196.96655,50.,120.,2.595,0.5148,0.006554,0.022,0.0004717,-0.0002965,-1.382,-3.332,2.9,-0.7286,0.08024,-0.003297
Or,79.0,196.96655,51.,121.,2.587,0.5139,0.00582,0.02201,0.0004589,-0.0002928,-1.358,-3.36,2.921,-0.735,0.08112,-0.003341
Or,79.0,196.96655,52.,130.,2.64,0.5146,0.004738,0.02211,0.0004221,-0.0002871,-1.125,-3.719,3.054,-0.7545,0.08217,-0.003346
Or,79.0,196.96655,53.,127.,2.603,0.5131,0.004268,0.02206,0.0004151,-0.0002839,-1.212,-3.575,3.015,-0.7535,0.08284,-0.003404
Or,79.0,196.96655,54.,132.,2.625,0.5131,0.003449,0.02211,0.0003849,-0.0002787,-1.09,-3.757,3.086,-0.7651,0.08366,-0.003422
Or,79.0,196.96655,55.,133.,2.618,0.5123,0.002832,0.02212,0.0003646,-0.0002744,-1.075,-3.774,3.101,-0.77,0.08435,-0.003458
Or,79.0,196.96655,56.,138.,2.639,0.5124,0.002092,0.02217,0.0003301,-0.0002688,-0.9588,-3.945,3.167,-0.7804,0.08503,-0.003471
Or,79.0,196.96655,57.,139.,2.632,0.5117,0.001534,0.02218,0.0003055,-0.000264,-0.9472,-3.956,3.178,-0.7844,0.08563,-0.003502
Or,79.0,196.96655,58.,140.,2.626,0.511,0.001014,0.02219,0.0002785,-0.000259,-0.9375,-3.965,3.189,-0.7882,0.08618,-0.003531
Or,79.0,196.96655,59.,141.,2.619,0.5105,0.0005143,0.0222,0.0002506,-0.0002539,-0.9295,-3.971,3.197,-0.7915,0.08669,-0.003558
Or,79.0,196.96655,60.,142.,2.613,0.5099,4.515e-05,0.0222,0.0002213,-0.0002486,-0.9237,-3.974,3.204,-0.7943,0.08714,-0.003583
Or,79.0,196.96655,61.,145.,2.62,0.5098,-0.0004872,0.02223,0.0001851,-0.0002427,-0.8693,-4.05,3.235,-0.7996,0.08755,-0.003595
Or,79.0,196.96655,62.,152.,2.651,0.5107,-0.001185,0.02226,0.0001523,-0.0002372,-0.7343,-4.243,3.297,-0.8062,0.08755,-0.00357
Or,79.0,196.96655,63.,153.,2.645,0.5104,-0.001584,0.02226,0.0001204,-0.0002316,-0.7368,-4.233,3.297,-0.8074,0.08781,-0.003586
Or,79.0,196.96655,64.,158.,2.663,0.5107,-0.00212,0.0223,7.819e-05,-0.0002251,-0.6444,-4.362,3.341,-0.813,0.08799,-0.003579
Or,79.0,196.96655,65.,159.,2.657,0.5103,-0.002483,0.0223,4.39e-05,-0.0002193,-0.6491,-4.35,3.34,-0.8136,0.08818,-0.003591
Or,79.0,196.96655,66.,164.,2.675,0.5107,-0.00297,0.02234,-8.081e-07,-0.0002125,-0.5616,-4.47,3.38,-0.8183,0.08827,-0.003581
Or,79.0,196.96655,67.,165.,2.669,0.5104,-0.003284,0.02234,-3.745e-05,-0.0002064,-0.5707,-4.451,3.374,-0.8181,0.08836,-0.003589
Or,79.0,196.96655,68.,166.,2.663,0.5102,-0.003574,0.02233,-7.542e-05,-0.0002001,-0.5812,-4.431,3.368,-0.8175,0.0884,-0.003596
Or,79.0,196.96655,69.,169.,2.669,0.5103,-0.003923,0.02235,-0.0001194,-0.0001932,-0.5462,-4.475,3.382,-0.8189,0.0884,-0.003591
Or,79.0,196.96655,70.,174.,2.685,0.5107,-0.004329,0.02238,-0.0001671,-0.0001861,-0.4691,-4.578,3.413,-0.8216,0.08829,-0.003572
Or,79.0,196.96655,71.,175.,2.68,0.5106,-0.004564,0.02237,-0.0002076,-0.0001794,-0.4841,-4.55,3.403,-0.8201,0.08822,-0.003573
Or,79.0,196.96655,72.,180.,2.696,0.511,-0.004932,0.0224,-0.0002569,-0.0001721,-0.4123,-4.644,3.43,-0.8219,0.08802,-0.003552
Or,79.0,196.96655,73.,181.,2.69,0.511,-0.005131,0.02239,-0.0002993,-0.0001652,-0.4304,-4.612,3.417,-0.8197,0.08787,-0.003549
Or,79.0,196.96655,74.,184.,2.695,0.5112,-0.005384,0.0224,-0.0003454,-0.000158,-0.4083,-4.636,3.42,-0.8187,0.08761,-0.003533
Or,79.0,196.96655,75.,187.,2.7,0.5115,-0.005628,0.0224,-0.0003916,-0.0001508,-0.3875,-4.657,3.422,-0.8173,0.08731,-0.003516
Or,79.0,196.96655,76.,192.,2.715,0.5121,-0.005915,0.02241,-0.0004425,-0.0001431,-0.328,-4.731,3.439,-0.8172,0.08692,-0.003487
Or,79.0,196.96655,77.,193.,2.711,0.5119,-0.006093,0.02243,-0.000493,-0.0001356,-0.3385,-4.711,3.432,-0.816,0.08686,-0.003487
Or,79.0,196.96655,78.,195.,2.71,0.5122,-0.006245,0.02241,-0.0005371,-0.0001284,-0.3476,-4.69,3.418,-0.8122,0.08641,-0.003468
Or,79.0,196.96655,79.,197.,2.71,0.5126,-0.006394,0.02238,-0.0005807,-0.0001213,-0.3574,-4.667,3.403,-0.8082,0.08593,-0.003447
Or,79.0,196.96655,80.,202.,2.724,0.5133,-0.006608,0.02239,-0.0006327,-0.0001133,-0.3097,-4.723,3.412,-0.8061,0.08534,-0.00341
Or,79.0,196.96655,81.,205.,2.728,0.5138,-0.006749,0.02237,-0.0006804,-0.0001057,-0.3034,-4.722,3.402,-0.8022,0.08478,-0.003383
Or,79.0,196.96655,82.,208.,2.732,0.5144,-0.006886,0.02235,-0.0007278,-9.809e-05,-0.2982,-4.719,3.392,-0.7981,0.08419,-0.003354
Or,79.0,196.96655,83.,209.,2.728,0.5147,-0.006944,0.02231,-0.0007722,-9.071e-05,-0.3319,-4.663,3.366,-0.7925,0.08364,-0.003333
Or,79.0,196.96655,84.,210.,2.723,0.515,-0.006992,0.02227,-0.000817,-8.326e-05,-0.3655,-4.607,3.339,-0.7868,0.08307,-0.003312
Or,79.0,196.96655,85.,211.,2.718,0.5154,-0.007034,0.02223,-0.0008618,-7.58e-05,-0.3989,-4.551,3.312,-0.7809,0.08247,-0.003289
Or,79.0,196.96655,86.,211.,2.709,0.5157,-0.007034,0.02217,-0.000905,-6.844e-05,-0.4502,-4.47,3.278,-0.7743,0.08189,-0.003271
Or,79.0,196.96655,87.,221.,2.744,0.5171,-0.007315,0.02221,-0.0009676,-5.941e-05,-0.3288,-4.624,3.311,-0.7731,0.08096,-0.003204
Or,79.0,196.96655,88.,226.,2.756,0.518,-0.007441,0.02219,-0.00102,-5.119e-05,-0.2972,-4.655,3.309,-0.7688,0.08017,-0.00316
Or,79.0,196.96655,89.,225.,2.743,0.5183,-0.007382,0.02213,-0.001062,-4.385e-05,-0.3693,-4.547,3.265,-0.761,0.07954,-0.003143
Or,79.0,196.96655,90.,232.,2.764,0.5194,-0.007539,0.02212,-0.001119,-3.528e-05,-0.3086,-4.617,3.272,-0.7572,0.07864,-0.003089
Or,79.0,196.96655,91.,231.,2.751,0.5197,-0.007466,0.02205,-0.001161,-2.781e-05,-0.38,-4.509,3.228,-0.7492,0.07799,-0.00307
Or,79.0,196.96655,92.,238.,2.771,0.5208,-0.007595,0.02205,-0.001218,-1.911e-05,-0.3244,-4.571,3.233,-0.7449,0.07706,-0.003015
Or,79.0,196.96655,93.,239.,2.767,0.5214,-0.007562,0.02199,-0.001264,-1.133e-05,-0.3648,-4.505,3.2,-0.7376,0.07631,-0.002986
Or,79.0,196.96655,94.,239.,2.758,0.5219,-0.00749,0.02193,-0.00131,-3.536e-06,-0.4196,-4.42,3.162,-0.73,0.07559,-0.00296
Or,79.0,196.96655,95.,243.,2.766,0.5228,-0.00752,0.02189,-0.001361,4.734e-06,-0.4148,-4.414,3.146,-0.7238,0.07472,-0.002917
Or,79.0,196.96655,96.,245.,2.766,0.5235,-0.007492,0.02184,-0.001409,1.275e-05,-0.4401,-4.367,3.119,-0.7168,0.0739,-0.002882
Or,79.0,196.96655,97.,248.,2.77,0.5244,-0.007472,0.02179,-0.00146,2.105e-05,-0.4526,-4.338,3.096,-0.7099,0.07303,-0.002843
Or,79.0,196.96655,98.,249.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Or,79.0,196.96655,99.,254.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Or,79.0,196.96655,100.,252.,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
Uranium,92.0,238.0289,1.,1.,2.652,1.304,0.05572,0.0001675,0.0004154,-0.0001292,-2.263,0.9587,-0.04833,0.0039,-0.0002553,9.003e-06
Uranium,92.0,238.0289,2.,4.,2.711,1.214,0.1016,-0.009389,0.0009604,-0.0001066,-3.206,1.723,-0.2807,0.03723,-0.002518,6.761e-05
Uranium,92.0,238.0289,3.,7.,2.729,0.9766,0.144,0.002223,-0.00325,0.0002267,-5.035,3.104,-0.6708,0.09352,-0.006653,0.0001898
Uranium,92.0,238.0289,4.,9.,2.594,0.8873,0.1364,0.009523,-0.003641,0.0001531,-4.79,2.851,-0.5303,0.06401,-0.003957,9.971e-05
Uranium,92.0,238.0289,5.,11.,2.509,0.8216,0.129,0.01429,-0.003661,7.849e-05,-4.7,2.724,-0.4372,0.04188,-0.001748,1.999e-05
Uranium,92.0,238.0289,6.,12.,2.358,0.7782,0.1243,0.01572,-0.003213,-2.373e-06,-4.635,2.847,-0.4798,0.04811,-0.002143,2.842e-05
Uranium,92.0,238.0289,7.,14.,2.308,0.7443,0.121,0.01734,-0.00322,-1.823e-05,-4.672,2.895,-0.4754,0.044,-0.001545,1.389e-06
Uranium,92.0,238.0289,8.,16.,2.288,0.7112,0.1168,0.01853,-0.003033,-5.249e-05,-4.84,3.024,-0.4962,0.04402,-0.001285,-1.485e-05
Uranium,92.0,238.0289,9.,19.,2.34,0.6833,0.1102,0.01948,-0.002628,-0.0001105,-5.137,3.127,-0.4875,0.03709,-0.0003638,-5.373e-05
Uranium,92.0,238.0289,10.,20.,2.297,0.6565,0.1039,0.02018,-0.002206,-0.0001663,-5.164,3.162,-0.476,0.03116,0.0004628,-9.151e-05
Uranium,92.0,238.0289,11.,23.,2.351,0.6414,0.09418,0.02091,-0.001643,-0.0002392,-5.148,2.924,-0.3306,-0.001773,0.003757,-0.0002141
Uranium,92.0,238.0289,12.,24.,2.317,0.6253,0.0871,0.02146,-0.001246,-0.0002888,-4.979,2.736,-0.2279,-0.02585,0.006331,-0.000317
Uranium,92.0,238.0289,13.,27.,2.361,0.614,0.08041,0.02184,-0.0009087,-0.000327,-4.954,2.52,-0.09755,-0.0556,0.009351,-0.0004315
Uranium,92.0,238.0289,14.,28.,2.332,0.6029,0.07481,0.02203,-0.0006082,-0.0003579,-4.798,2.347,-0.003053,-0.0781,0.01181,-0.0005326
Uranium,92.0,238.0289,15.,31.,2.371,0.5952,0.06937,0.02217,-0.0003566,-0.0003811,-4.736,2.113,0.1282,-0.1074,0.01477,-0.000645
Uranium,92.0,238.0289,16.,32.,2.347,0.5869,0.06479,0.02218,-0.000127,-0.0004005,-4.595,1.952,0.2171,-0.1289,0.01717,-0.0007455
Uranium,92.0,238.0289,17.,35.,2.382,0.5813,0.06028,0.02221,5.93e-05,-0.0004142,-4.512,1.711,0.3474,-0.1577,0.02007,-0.0008557
Uranium,92.0,238.0289,18.,40.,2.463,0.5774,0.05593,0.02225,0.0002098,-0.0004234,-4.448,1.384,0.5166,-0.1926,0.02331,-0.0009693
Uranium,92.0,238.0289,19.,39.,2.395,0.5702,0.05269,0.02212,0.0003738,-0.0004338,-4.292,1.321,0.5589,-0.2063,0.02523,-0.001063
Uranium,92.0,238.0289,20.,40.,2.378,0.5645,0.04952,0.02202,0.0005104,-0.000441,-4.182,1.183,0.638,-0.2262,0.02752,-0.001162
Uranium,92.0,238.0289,21.,45.,2.452,0.5617,0.04608,0.02201,0.0006061,-0.0004439,-4.092,0.8488,0.8057,-0.2603,0.03065,-0.001271
Uranium,92.0,238.0289,22.,48.,2.477,0.5581,0.04311,0.02196,0.0006972,-0.0004464,-3.974,0.6058,0.9295,-0.2871,0.03334,-0.001374
Uranium,92.0,238.0289,23.,51.,2.5,0.5545,0.04034,0.02191,0.0007784,-0.0004481,-3.852,0.3627,1.052,-0.3136,0.03601,-0.001476
Uranium,92.0,238.0289,24.,52.,2.486,0.5501,0.03797,0.02182,0.0008588,-0.0004499,-3.745,0.2255,1.131,-0.3334,0.0383,-0.001576
Uranium,92.0,238.0289,25.,55.,2.508,0.5471,0.03551,0.02177,0.0009198,-0.00045,-3.616,-0.01915,1.253,-0.3598,0.04095,-0.001678
Uranium,92.0,238.0289,26.,56.,2.495,0.5432,0.0334,0.0217,0.0009814,-0.0004503,-3.513,-0.1546,1.331,-0.3795,0.04325,-0.001779
Uranium,92.0,238.0289,27.,59.,2.516,0.5405,0.0312,0.02167,0.001027,-0.0004493,-3.379,-0.4002,1.453,-0.4056,0.04587,-0.00188
Uranium,92.0,238.0289,28.,58.,2.473,0.536,0.0295,0.02156,0.001085,-0.0004497,-3.318,-0.4194,1.485,-0.4187,0.04786,-0.001983
Uranium,92.0,238.0289,29.,63.,2.526,0.5336,0.0275,0.02161,0.001091,-0.0004452,-3.148,-0.7848,1.656,-0.4527,0.05095,-0.002089
Uranium,92.0,238.0289,30.,64.,2.516,0.5305,0.02577,0.02157,0.001129,-0.0004441,-3.051,-0.9152,1.732,-0.472,0.05323,-0.002191
Uranium,92.0,238.0289,31.,69.,2.563,0.5292,0.02377,0.02161,0.00114,-0.0004408,-2.857,-1.277,1.894,-0.5035,0.05603,-0.002285
Uranium,92.0,238.0289,32.,74.,2.605,0.5279,0.02188,0.02166,0.001148,-0.0004373,-2.653,-1.634,2.053,-0.5339,0.05874,-0.002376
Uranium,92.0,238.0289,33.,75.,2.595,0.5252,0.02038,0.02163,0.001169,-0.0004353,-2.558,-1.762,2.127,-0.5528,0.06096,-0.002475
Uranium,92.0,238.0289,34.,80.,2.634,0.524,0.01865,0.02169,0.001169,-0.0004314,-2.346,-2.114,2.281,-0.5821,0.06355,-0.002561
Uranium,92.0,238.0289,35.,79.,2.603,0.5195,0.01768,0.0217,0.001161,-0.0004265,-2.307,-2.154,2.329,-0.5995,0.06603,-0.002685
Uranium,92.0,238.0289,36.,84.,2.64,0.5187,0.01605,0.02176,0.001157,-0.0004227,-2.092,-2.498,2.478,-0.6275,0.06846,-0.002764
Uranium,92.0,238.0289,37.,85.,2.63,0.5165,0.01478,0.02175,0.001167,-0.0004202,-2.009,-2.61,2.544,-0.6444,0.07048,-0.002856
